68,25
69,25
69,25
68,25
68,26
68,26
68,27
68,27
68,27
68,27
69,27
69,27
69,27
69,27
69,28
69,28
69,28
69,28
70,28
70,28
70,28
70,28
70,28
70,28
71,27
71,26
70,25
70,25
70,26
70,26
70,26
71,26
72,27
71,27
71,27
71,27
71,26
71,25
71,25
71,24
71,24
72,23
72,24
69,32
68,33
68,33
67,33
67,33
67,34
67,34
66,34
66,34
66,35
66,34
66,35
65,35
65,35
65,35
66,34
66,34
66,34
67,33
67,32
66,27
68,28
60,23
66,16
66,15
64,26
65,25
73,27
73,27
73,27
54,27
48,24
51,42
70,48
85,46
104,41
123,30
137,36
56,32
56,33
60,35
60,26
60,26
133,36
129,49
120,87
118,119
59,34
