181,58
181,58
186,51
186,52
185,52
183,55
183,54
183,54
183,55
183,55
183,55
184,55
184,55
184,55
184,55
184,55
184,55
189,53
189,53
189,53
189,53
189,53
189,53
189,53
190,53
190,53
190,53
190,53
190,53
190,53
190,53
190,53
190,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
189,53
246,34
261,128
245,161
