143,60
142,59
141,59
141,60
146,78
150,90
151,91
153,90
154,90
156,90
156,91
157,92
157,92
149,88
148,88
148,88
153,85
153,85
142,81
141,81
141,81
152,86
141,81
140,81
185,98
139,82
139,82
139,82
138,82
185,100
137,83
136,83
135,83
184,101
184,101
133,83
133,84
132,84
170,99
131,84
132,85
132,85
140,89
184,104
142,90
149,94
149,94
183,105
184,105
168,103
167,103
166,103
182,105
182,105
180,104
165,102
180,104
181,104
180,104
178,104
178,105
180,105
180,105
179,105
177,105
177,105
179,105
180,105
178,106
176,106
177,107
179,107
179,106
177,107
175,107
177,108
178,108
178,108
176,108
176,109
177,109
178,109
178,109
175,110
175,110
177,111
178,111
177,111
174,112
175,112
177,113
178,112
176,113
174,114
175,114
176,114
177,114
175,114
173,115
175,115
176,115
167,112
165,112
164,112
166,112
167,112
166,112
164,112
164,112
166,113
166,112
165,112
163,112
164,112
166,112
166,112
164,112
163,112
164,112
166,112
166,111
164,111
163,111
165,111
166,110
166,110
163,110
163,110
165,110
166,109
166,109
163,109
164,108
166,108
166,107
165,107
163,107
164,107
166,106
167,105
165,106
164,105
165,105
167,104
167,104
165,104
165,104
167,103
168,103
168,102
166,103
166,103
171,82
176,91
187,106
202,116
220,123
231,128
