92,22
51,28
49,21
51,26
52,27
51,26
52,26
51,26
51,27
52,26
51,26
52,27
51,28
51,28
49,34
50,34
50,33
49,33
51,32
50,33
50,32
50,31
49,30
48,34
50,31
50,31
49,32
49,33
51,29
51,30
51,30
50,31
66,43
46,36
51,33
48,48
51,54
51,54
50,53
48,50
48,50
47,50
47,51
48,53
48,53
47,53
47,54
47,54
48,54
47,54
47,55
47,55
47,56
47,54
48,52
58,34
58,34
58,34
58,34
58,33
58,33
58,34
59,34
58,33
58,33
58,33
59,34
59,34
58,33
58,34
58,34
59,34
59,34
58,33
58,33
59,34
58,34
58,33
58,33
58,33
59,34
59,34
58,33
58,33
58,34
58,34
59,34
58,33
58,33
58,34
59,34
59,34
58,33
58,33
59,34
59,34
58,33
58,33
58,33
59,34
59,34
58,33
58,33
58,34
59,34
59,34
58,33
58,34
58,34
59,34
59,34
59,33
58,34
59,34
59,35
59,34
58,33
58,34
59,34
59,35
59,34
58,33
58,34
59,34
59,35
59,33
59,33
59,34
59,34
59,34
59,33
58,33
58,34
59,35
59,34
59,34
58,34
59,34
59,35
59,34
59,34
58,34
59,34
59,34
59,33
59,33
58,34
59,34
59,34
59,33
58,34
58,34
157,52
151,63
151,76
143,113
143,134
