87,184
85,187
85,185
85,185
85,184
85,182
84,181
94,209
95,209
96,209
96,209
97,208
97,208
97,208
98,209
111,203
112,203
112,203
112,204
113,204
114,204
114,204
114,205
115,205
115,212
123,218
123,218
123,218
123,219
123,219
124,218
124,219
124,219
124,220
125,220
125,220
125,220
126,220
126,221
127,221
128,221
128,221
129,222
129,223
130,223
130,223
130,223
130,224
130,224
130,224
130,224
130,224
130,224
130,224
131,224
131,224
131,224
131,224
131,224
131,224
131,224
131,224
131,224
131,224
131,223
131,223
131,223
131,223
132,223
132,223
131,223
113,213
113,213
113,213
113,213
113,214
112,214
112,214
112,214
112,214
112,215
112,215
113,225
112,224
112,216
112,217
112,217
112,217
112,217
112,218
111,218
111,219
111,218
112,218
111,218
111,218
112,221
111,218
111,217
111,217
111,218
111,218
111,217
111,217
111,217
112,221
112,220
112,220
111,217
112,221
112,221
111,217
111,217
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,218
112,216
111,218
111,218
111,218
112,214
112,214
111,218
111,218
112,221
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,219
112,222
111,219
111,218
111,219
111,219
111,219
111,218
111,218
111,219
111,219
111,218
112,217
112,218
112,218
112,218
112,218
112,218
112,218
112,218
112,218
112,218
112,218
111,218
111,218
112,218
112,218
112,218
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,218
111,219
111,219
111,218
111,218
111,219
111,219
111,219
111,219
111,219
111,219
111,219
111,219
111,218
111,219
111,219
111,219
111,218
111,218
111,218
111,219
111,218
111,218
111,218
111,218
